"VattenID","Vattenkategori","VariabelID","Trendens signifikans","p-värde","Medianförändring per år","Andel regionala data","Nationell","Typ"
"SE657485-134550","Station","pH",1,0.0054,0.01392,1,0,"Sjö"
"SE657485-134550","Station","Siktdjup",0,0.907,0.001738,1,0,"Sjö"
"SE657485-134550","Station","Totalt organiskt kol",0,1,4.051e-4,1,0,"Sjö"
"SE657485-134550","Station","Totalkväve",-1,0.0281,-6.455,1,0,"Sjö"
"SE657485-134550","Station","Totalfosfor",0,0.5591,0.1958,1,0,"Sjö"
"SE654429-160108","Station","Brunhet",1,0.0232,0.001577,1,0,"Sjö"
"SE654429-160108","Station","Alkalinitet",0,0.3031,-0.006525,1,0,"Sjö"
"SE654429-160108","Station","Konduktivitet",0,0.076,-0.15,1,0,"Sjö"
"SE654429-160108","Station","Oorganiskt kväve",0,0.7415,-0.1667,1,0,"Sjö"
"SE654429-160108","Station","pH",0,0.4338,-0.03141,1,0,"Sjö"
"SE654429-160108","Station","Lättillgänglig fosfor",0,0.0529,-10.3,1,0,"Sjö"
"SE654429-160108","Station","Kisel",0,0.6505,35,1,0,"Sjö"
"SE654429-160108","Station","Siktdjup",0,0.2018,-0.01181,1,0,"Sjö"
"SE654429-160108","Station","Sulfat",0,0.5371,-0.04333,1,0,"Sjö"
"SE654429-160108","Station","Totalt organiskt kol",0,0.2016,0.2348,1,0,"Sjö"
"SE654429-160108","Station","Totalkväve",0,0.8763,11.83,1,0,"Sjö"
"SE654429-160108","Station","Totalfosfor",-1,0.029,-8.611,1,0,"Sjö"
"SE662769-166054","Station","Brunhet",0,0.5526,-0.001125,1,0,"Sjö"
"SE662769-166054","Station","Alkalinitet",0,0.4884,0.003889,1,0,"Sjö"
"SE662769-166054","Station","Konduktivitet",0,0.3996,0.1,1,0,"Sjö"
"SE662769-166054","Station","Oorganiskt kväve",0,0.8818,0.1923,1,0,"Sjö"
"SE662769-166054","Station","pH",0,0.6549,0.004167,1,0,"Sjö"
"SE662769-166054","Station","Lättillgänglig fosfor",0,0.3293,-0.03846,1,0,"Sjö"
"SE662769-166054","Station","Kisel",0,0.2969,70,1,0,"Sjö"
"SE662769-166054","Station","Siktdjup",0,0.0533,-0.1,1,0,"Sjö"
"SE662769-166054","Station","Sulfat",0,0.1074,-0.2675,1,0,"Sjö"
"SE662769-166054","Station","Totalt organiskt kol",0,0.4884,-0.08333,1,0,"Sjö"
"SE662769-166054","Station","Totalkväve",0,0.5334,5.571,1,0,"Sjö"
"SE662769-166054","Station","Totalfosfor",0,0.6556,-0.1429,1,0,"Sjö"
"SE638205-136915","Station","Alkalinitet",1,0.0492,0.003667,1,0,"Sjö"
"SE638205-136915","Station","Konduktivitet",0,0.8886,-0.006667,1,0,"Sjö"
"SE638205-136915","Station","Lägsta Syrehalt",0,0.8708,0.004792,1,0,"Sjö"
"SE638205-136915","Station","Oorganiskt kväve",-1,4e-4,-12,1,0,"Sjö"
"SE638205-136915","Station","pH",1,4e-4,0.03128,1,0,"Sjö"
"SE638205-136915","Station","Siktdjup",1,0.0305,0.05,1,0,"Sjö"
"SE638205-136915","Station","Totalt organiskt kol",0,0.4389,0.04286,1,0,"Sjö"
"SE638205-136915","Station","Totalkväve",0,0.1972,-6,1,0,"Sjö"
"SE638205-136915","Station","Totalfosfor",0,0.0856,0.2286,1,0,"Sjö"
"SE648950-137940","Station","Brunhet",0,0.3502,-0.003562,1,0,"Sjö"
"SE648950-137940","Station","Alkalinitet",0,1,0,1,0,"Sjö"
"SE648950-137940","Station","Lägsta Syrehalt",0,0.2858,-0.03323,1,0,"Sjö"
"SE648950-137940","Station","Oorganiskt kväve",0,0.9005,-0.7333,1,0,"Sjö"
"SE648950-137940","Station","pH",0,0.1283,0.008444,1,0,"Sjö"
"SE648950-137940","Station","Siktdjup",0,0.1916,-0.01344,1,0,"Sjö"
"SE648950-137940","Station","Totalt organiskt kol",0,0.3778,-0.0345,1,0,"Sjö"
"SE648950-137940","Station","Totalkväve",0,0.21560000000000001,-6.559,1,0,"Sjö"
"SE648950-137940","Station","Totalfosfor",-1,0.0058,-0.3365,1,0,"Sjö"
"SE652852-155412","Station","Brunhet",0,0.6614,-4e-4,1,0,"Sjö"
"SE652852-155412","Station","Konduktivitet",-1,0,-0.08582,1,0,"Sjö"
"SE652852-155412","Station","Oorganiskt kväve",0,0.3719,1.107,1,0,"Sjö"
"SE652852-155412","Station","pH",1,0.007,0.00401,1,0,"Sjö"
"SE652852-155412","Station","Lättillgänglig fosfor",-1,0.0176,-0.1099,1,0,"Sjö"
"SE652852-155412","Station","Totalkväve",1,0.005,3.526,1,0,"Sjö"
"SE652852-155412","Station","Totalfosfor",0,0.0522,-0.1422,1,0,"Sjö"
"SE652412-143738","Station","Brunhet",1,1e-4,0.003658,0,0,"Sjö"
"SE652412-143738","Station","Alkalinitet",-1,3e-4,-0.00148,0,0,"Sjö"
"SE652412-143738","Station","Konduktivitet",-1,0,-0.05377,0,0,"Sjö"
"SE652412-143738","Station","Lägsta Syrehalt",-1,0,-0.045,0,0,"Sjö"
"SE652412-143738","Station","Oorganiskt kväve",0,0.0567,-0.4659,0,0,"Sjö"
"SE652412-143738","Station","pH",-1,0.0038,-0.01232,0,0,"Sjö"
"SE652412-143738","Station","Lättillgänglig fosfor",-1,9e-4,-0.05768,0,0,"Sjö"
"SE652412-143738","Station","Kisel",1,0.0067,25.07,0,0,"Sjö"
"SE652412-143738","Station","Siktdjup",-1,0,-0.03662,0,0,"Sjö"
"SE652412-143738","Station","Sulfat",-1,0,-0.06832,0,0,"Sjö"
"SE652412-143738","Station","Totalt organiskt kol",1,0,0.1948,0,0,"Sjö"
"SE652412-143738","Station","Totalkväve",1,0.0322,2.638,0,0,"Sjö"
"SE652412-143738","Station","Totalfosfor",0,0.1583,-0.04129,0,0,"Sjö"
"SE652412-143738","Station","Temperatur - vår",0,0.3894,-0.05,0,0,"Sjö"
"SE654293-159359","Station","Brunhet",0,0.5352,-3.167e-4,1,0,"Sjö"
"SE654293-159359","Station","Alkalinitet",1,0.0032,0.005118,1,0,"Sjö"
"SE654293-159359","Station","Konduktivitet",1,0.017,0.05,1,0,"Sjö"
"SE654293-159359","Station","Oorganiskt kväve",0,0.9444,0,1,0,"Sjö"
"SE654293-159359","Station","pH",0,0.3328,0.012,1,0,"Sjö"
"SE654293-159359","Station","Lättillgänglig fosfor",0,0.0859,-0.04545,1,0,"Sjö"
"SE654293-159359","Station","Kisel",0,0.5306,1.25,1,0,"Sjö"
"SE654293-159359","Station","Siktdjup",-1,0.0072,-0.205,1,0,"Sjö"
"SE654293-159359","Station","Totalt organiskt kol",0,0.3336,-0.055,1,0,"Sjö"
"SE654293-159359","Station","Totalkväve",-1,0.0153,-9.2,1,0,"Sjö"
"SE654293-159359","Station","Totalfosfor",0,0.1834,-0.1708,1,0,"Sjö"
"SE656640-164224","Station","Brunhet",0,0.235,0.002217,0,0,"Sjö"
"SE656640-164224","Station","Alkalinitet",-1,3e-4,-0.001983,0,0,"Sjö"
"SE656640-164224","Station","Kadmium i vatten",1,0.0083,4.549e-4,0,0,"Sjö"
"SE656640-164224","Station","Konduktivitet",-1,3e-4,-0.06262,0,0,"Sjö"
"SE656640-164224","Station","Lägsta Syrehalt",0,0.9496,0,0,0,"Sjö"
"SE656640-164224","Station","Oorganiskt kväve",0,0.8431,0.1792,0,0,"Sjö"
"SE656640-164224","Station","Bly i vatten",0,0.6174,0.002142,0,0,"Sjö"
"SE656640-164224","Station","pH",0,0.0725,-0.01936,0,0,"Sjö"
"SE656640-164224","Station","Lättillgänglig fosfor",0,0.0858,-0.02457,0,0,"Sjö"
"SE656640-164224","Station","Kisel",0,0.6345,4.524,0,0,"Sjö"
"SE656640-164224","Station","Siktdjup",-1,0.0051,-0.03932,0,0,"Sjö"
"SE656640-164224","Station","Totalt organiskt kol",1,0.0096,0.1241,0,0,"Sjö"
"SE656640-164224","Station","Totalkväve",1,0.0031,3.936,0,0,"Sjö"
"SE656640-164224","Station","Totalfosfor",1,4e-4,0.1562,0,0,"Sjö"
"SE656640-164224","Station","Temperatur - vår",0,0.5725,0.07,0,0,"Sjö"
"SE673534-153381","Station","Brunhet",1,0,0.004012,0,0,"Sjö"
"SE673534-153381","Station","Alkalinitet",0,0.1047,2.917e-4,0,0,"Sjö"
"SE673534-153381","Station","Konduktivitet",-1,0,-0.02491,0,0,"Sjö"
"SE673534-153381","Station","Oorganiskt kväve",-1,6e-4,-1.053,0,0,"Sjö"
"SE673534-153381","Station","pH",0,0.2087,0.003615,0,0,"Sjö"
"SE673534-153381","Station","Lättillgänglig fosfor",-1,0.0359,-0.03646,0,0,"Sjö"
"SE673534-153381","Station","Kisel",1,4e-4,25.06,0,0,"Sjö"
"SE673534-153381","Station","Siktdjup",-1,0.0031,-0.02222,0,0,"Sjö"
"SE673534-153381","Station","Sulfat",-1,0,-0.02954,0,0,"Sjö"
"SE673534-153381","Station","Totalt organiskt kol",1,0,0.1691,0,0,"Sjö"
"SE673534-153381","Station","Totalkväve",0,0.8809,0.115,0,0,"Sjö"
"SE673534-153381","Station","Totalfosfor",0,0.148,0.05179,0,0,"Sjö"
"SE673534-153381","Station","Temperatur - vår",0,0.3648,-0.1246,0,0,"Sjö"
"SE684386-156156","Station","Alkalinitet",1,0,0.001569,1,0,"Sjö"
"SE684386-156156","Station","Konduktivitet",-1,0.0443,-0.008333,1,0,"Sjö"
"SE684386-156156","Station","Lägsta Syrehalt",0,0.8184,0.04,1,0,"Sjö"
"SE684386-156156","Station","pH",1,0.0218,0.008095,1,0,"Sjö"
"SE684386-156156","Station","Totalt organiskt kol",0,0.6765,-0.004167,1,0,"Sjö"
"SE684386-156156","Station","Totalkväve",0,1,-0,1,0,"Sjö"
"SE684386-156156","Station","Totalfosfor",1,0.0498,0.119,1,0,"Sjö"
"SE684386-156156","Station","Temperatur - vår",0,0.2603,0.08,1,0,"Sjö"
"SE662685-164279","Station","Brunhet",0,0.1367,-0.001,1,0,"Sjö"
"SE662685-164279","Station","Alkalinitet",0,0.3223,0.006364,1,0,"Sjö"
"SE662685-164279","Station","Konduktivitet",0,0.4285,0.1462,1,0,"Sjö"
"SE662685-164279","Station","Oorganiskt kväve",0,1,-0,1,0,"Sjö"
"SE662685-164279","Station","pH",0,0.8043,-0.008182,1,0,"Sjö"
"SE662685-164279","Station","Lättillgänglig fosfor",-1,0.0015,-0.375,1,0,"Sjö"
"SE662685-164279","Station","Kisel",0,0.9605,7.273,1,0,"Sjö"
"SE662685-164279","Station","Siktdjup",0,0.4548,-0.02857,1,0,"Sjö"
"SE662685-164279","Station","Sulfat",0,0.3672,0.04167,1,0,"Sjö"
"SE662685-164279","Station","Totalt organiskt kol",0,1,-0,1,0,"Sjö"
"SE662685-164279","Station","Totalkväve",0,0.5334,-19.71,1,0,"Sjö"
"SE662685-164279","Station","Totalfosfor",0,0.4884,-1.575,1,0,"Sjö"
"SE662114-166021","Station","Brunhet",0,0.5857,-3.846e-4,1,0,"Sjö"
"SE662114-166021","Station","Alkalinitet",0,0.6207,0.005,1,0,"Sjö"
"SE662114-166021","Station","Konduktivitet",0,0.1367,0.1714,1,0,"Sjö"
"SE662114-166021","Station","Oorganiskt kväve",0,1,-0,1,0,"Sjö"
"SE662114-166021","Station","pH",0,0.8043,0.01667,1,0,"Sjö"
"SE662114-166021","Station","Lättillgänglig fosfor",-1,0.0072,-0.4615,1,0,"Sjö"
"SE662114-166021","Station","Kisel",-1,0.0022,-148.6,1,0,"Sjö"
"SE662114-166021","Station","Siktdjup",0,0.7652,-0.01,1,0,"Sjö"
"SE662114-166021","Station","Sulfat",0,0.5915,0.08,1,0,"Sjö"
"SE662114-166021","Station","Totalt organiskt kol",0,0.4884,0.12,1,0,"Sjö"
"SE662114-166021","Station","Totalkväve",0,0.101,17.86,1,0,"Sjö"
"SE662114-166021","Station","Totalfosfor",0,0.3223,0.8222,1,0,"Sjö"
"SE661077-165358","Station","Brunhet",0,0.9192,-0,1,0,"Sjö"
"SE661077-165358","Station","Alkalinitet",0,0.0829,0.001429,1,0,"Sjö"
"SE661077-165358","Station","Konduktivitet",0,0.3945,-0.01,1,0,"Sjö"
"SE661077-165358","Station","Oorganiskt kväve",0,0.4562,-0.3571,1,0,"Sjö"
"SE661077-165358","Station","pH",0,0.5845,0.003333,1,0,"Sjö"
"SE661077-165358","Station","Lättillgänglig fosfor",0,0.0635,-0,1,0,"Sjö"
"SE661077-165358","Station","Kisel",0,0.7654,1,1,0,"Sjö"
"SE661077-165358","Station","Siktdjup",0,0.6915,-0.05714,1,0,"Sjö"
"SE661077-165358","Station","Sulfat",-1,2e-4,-0.08286,1,0,"Sjö"
"SE661077-165358","Station","Totalt organiskt kol",0,0.8812,-0,1,0,"Sjö"
"SE661077-165358","Station","Totalkväve",0,1,-0.2857,1,0,"Sjö"
"SE661077-165358","Station","Totalfosfor",0,0.1748,-0.1,1,0,"Sjö"
"SE624178-134911","Station","Brunhet",0,0.858,-0.002273,1,0,"Sjö"
"SE624178-134911","Station","Alkalinitet",0,0.858,-6.333e-4,1,0,"Sjö"
"SE624178-134911","Station","Kadmium i vatten",0,0.243,0.001,1,0,"Sjö"
"SE624178-134911","Station","Konduktivitet",0,0.858,-0.02438,1,0,"Sjö"
"SE624178-134911","Station","Nickel i vatten",0,0.2068,0.01,1,0,"Sjö"
"SE624178-134911","Station","Oorganiskt kväve",0,0.2831,13.89,1,0,"Sjö"
"SE624178-134911","Station","Bly i vatten",0,0.8569,0.003333,1,0,"Sjö"
"SE624178-134911","Station","pH",0,0.1074,-0.0176,1,0,"Sjö"
"SE624178-134911","Station","Lättillgänglig fosfor",-1,0.0236,-0.3333,1,0,"Sjö"
"SE624178-134911","Station","Kisel",0,0.4743,-29,1,0,"Sjö"
"SE624178-134911","Station","Totalt organiskt kol",0,0.7876,-0.09167,1,0,"Sjö"
"SE624178-134911","Station","Totalkväve",0,0.0736,26.51,1,0,"Sjö"
"SE624178-134911","Station","Totalfosfor",0,0.5915,-0.1667,1,0,"Sjö"
"SE758677-161050","Station","Brunhet",1,0.0186,5.882e-5,0,0,"Sjö"
"SE758677-161050","Station","Alkalinitet",1,0,5.345e-4,0,0,"Sjö"
"SE758677-161050","Station","Konduktivitet",1,0,0.05161,0,0,"Sjö"
"SE758677-161050","Station","Oorganiskt kväve",0,0.2127,-0.1538,0,0,"Sjö"
"SE758677-161050","Station","pH",0,0.113,0.002658,0,0,"Sjö"
"SE758677-161050","Station","Lättillgänglig fosfor",-1,2e-4,-0.02273,0,0,"Sjö"
"SE758677-161050","Station","Kisel",1,5e-4,6.875,0,0,"Sjö"
"SE758677-161050","Station","Siktdjup",0,0.5915,-0.4429,0,0,"Sjö"
"SE758677-161050","Station","Sulfat",1,0,0.06004,0,0,"Sjö"
"SE758677-161050","Station","Totalt organiskt kol",-1,4e-4,-0.02315,0,0,"Sjö"
"SE758677-161050","Station","Totalkväve",0,0.0812,-1.782,0,0,"Sjö"
"SE758677-161050","Station","Totalfosfor",-1,0,-0.1667,0,0,"Sjö"
"SE654430-129635","Station","Alkalinitet",1,9e-4,8.333e-4,1,0,"Sjö"
"SE654430-129635","Station","Konduktivitet",-1,0,-0.04,1,0,"Sjö"
"SE654430-129635","Station","Lägsta Syrehalt",1,0.0103,0.025,1,0,"Sjö"
"SE654430-129635","Station","pH",1,0.0035,0.008718,1,0,"Sjö"
"SE654430-129635","Station","Siktdjup",0,0.1211,-0.02211,1,0,"Sjö"
"SE654430-129635","Station","Totalt organiskt kol",0,0.2939,0.03214,1,0,"Sjö"
"SE654430-129635","Station","Totalkväve",-1,0.0019,-3.125,1,0,"Sjö"
"SE654430-129635","Station","Totalfosfor",-1,0.0065,-0.06667,1,0,"Sjö"
"SE654430-129635","Station","Temperatur - vår",0,0.6312,0.1594,1,0,"Sjö"
"SE656470-128975","Station","Alkalinitet",0,0.1931,3.033e-4,1,0,"Sjö"
"SE656470-128975","Station","Konduktivitet",-1,0,-0.05833,1,0,"Sjö"
"SE656470-128975","Station","Lägsta Syrehalt",0,1,-0,1,0,"Sjö"
"SE656470-128975","Station","pH",0,0.084,0.006169,1,0,"Sjö"
"SE656470-128975","Station","Siktdjup",-1,0,-0.15,1,0,"Sjö"
"SE656470-128975","Station","Totalt organiskt kol",0,0.6742,0.025,1,0,"Sjö"
"SE656470-128975","Station","Totalkväve",0,0.812,-0.125,1,0,"Sjö"
"SE656470-128975","Station","Totalfosfor",0,0.9368,0,1,0,"Sjö"
"SE662475-140655","Station","Alkalinitet",1,6e-4,0.001571,1,0,"Sjö"
"SE662475-140655","Station","Lägsta Syrehalt",0,0.0684,-0.04375,1,0,"Sjö"
"SE662475-140655","Station","pH",1,0,0.01345,1,0,"Sjö"
"SE662475-140655","Station","Siktdjup",0,0.0773,-0.01099,1,0,"Sjö"
"SE662475-140655","Station","Totalt organiskt kol",0,0.0508,0.05917,1,0,"Sjö"
"SE662475-140655","Station","Totalkväve",1,0.0253,1.745,1,0,"Sjö"
"SE662475-140655","Station","Totalfosfor",-1,2e-4,-0.1533,1,0,"Sjö"
"SE622030-141820","Station","Brunhet",0,0.0617,0.002116,1,0,"Sjö"
"SE622030-141820","Station","Alkalinitet",1,1e-4,0.004074,1,0,"Sjö"
"SE622030-141820","Station","Konduktivitet",1,0.0051,0.06186,1,0,"Sjö"
"SE622030-141820","Station","Lägsta Syrehalt",0,0.4107,0,1,0,"Sjö"
"SE622030-141820","Station","pH",0,0.075,0.00319,1,0,"Sjö"
"SE622030-141820","Station","Lättillgänglig fosfor",-1,1e-4,-0.1019,1,0,"Sjö"
"SE622030-141820","Station","Siktdjup",1,0,0.07944,1,0,"Sjö"
"SE622030-141820","Station","Totalt organiskt kol",0,0.6243,-0.01453,1,0,"Sjö"
"SE622030-141820","Station","Totalkväve",-1,1e-4,-7.614,1,0,"Sjö"
"SE622030-141820","Station","Totalfosfor",-1,0,-0.6928,1,0,"Sjö"
"SE622030-141820","Station","Temperatur - vår",1,0.0452,0.15,1,0,"Sjö"
"SE653965-157985","Station","Alkalinitet",1,6e-4,0.00225,1,0,"Sjö"
"SE653965-157985","Station","Lägsta Syrehalt",-1,0.0382,-0.1055,1,0,"Sjö"
"SE653965-157985","Station","Oorganiskt kväve",1,0.0057,,1,0,"Sjö"
"SE653965-157985","Station","pH",0,0.4146,0.006667,1,0,"Sjö"
"SE653965-157985","Station","Lättillgänglig fosfor",0,0.7694,-0,1,0,"Sjö"
"SE653965-157985","Station","Siktdjup",0,0.4267,-0.03939,1,0,"Sjö"
"SE653965-157985","Station","Totalt organiskt kol",0,0.5187,0.05714,1,0,"Sjö"
"SE653965-157985","Station","Totalkväve",1,0.0083,4.286,1,0,"Sjö"
"SE653965-157985","Station","Totalfosfor",-1,0.0113,-0.4,1,0,"Sjö"
"SE707669-170020","Station","Brunhet",0,0.6238,4.812e-4,1,0,"Sjö"
"SE707669-170020","Station","Alkalinitet",0,0.3624,2.74e-4,1,0,"Sjö"
"SE707669-170020","Station","Konduktivitet",-1,0.0095,-0.0161,1,0,"Sjö"
"SE707669-170020","Station","Oorganiskt kväve",0,0.3747,1.502,1,0,"Sjö"
"SE707669-170020","Station","pH",0,0.4409,-0.003009,1,0,"Sjö"
"SE707669-170020","Station","Lättillgänglig fosfor",-1,4e-4,-0.1099,1,0,"Sjö"
"SE707669-170020","Station","Kisel",0,0.3265,9.286,1,0,"Sjö"
"SE707669-170020","Station","Siktdjup",0,0.8877,-0.0020830000000000002,1,0,"Sjö"
"SE707669-170020","Station","Sulfat",-1,0.0015,-0.01829,1,0,"Sjö"
"SE707669-170020","Station","Totalt organiskt kol",0,1,1.776e-16,1,0,"Sjö"
"SE707669-170020","Station","Totalkväve",0,1,-0.003968,1,0,"Sjö"
"SE707669-170020","Station","Totalfosfor",0,0.4406,0.07215,1,0,"Sjö"
"SE707669-170020","Station","Temperatur - vår",0,0.0593,0.53,1,0,"Sjö"
"SE640570-142800","Station","Alkalinitet",0,0.0995,0.002857,1,0,"Sjö"
"SE640570-142800","Station","Konduktivitet",0,0.6258,0.01548,1,0,"Sjö"
"SE640570-142800","Station","Lägsta Syrehalt",0,0.1155,-0.0125,1,0,"Sjö"
"SE640570-142800","Station","pH",1,5e-4,0.03333,1,0,"Sjö"
"SE640570-142800","Station","Lättillgänglig fosfor",-1,0.0049,-0.5857,1,0,"Sjö"
"SE640570-142800","Station","Siktdjup",0,0.3919,-0.007418,1,0,"Sjö"
"SE640570-142800","Station","Totalt organiskt kol",0,0.54990000000000006,-0.06667,1,0,"Sjö"
"SE640570-142800","Station","Totalkväve",-1,0.0059,-27.57,1,0,"Sjö"
"SE640570-142800","Station","Totalfosfor",-1,0.0129,-1.429,1,0,"Sjö"
"SE638665-129243","Station","Brunhet",1,0,0.003296,0,0,"Sjö"
"SE638665-129243","Station","Alkalinitet",1,1e-4,0.001048,0,0,"Sjö"
"SE638665-129243","Station","Kadmium i vatten",-1,0,-0.00175,0,0,"Sjö"
"SE638665-129243","Station","Konduktivitet",-1,0,-0.09667,0,0,"Sjö"
"SE638665-129243","Station","Nickel i vatten",-1,4e-4,-0.01187,0,0,"Sjö"
"SE638665-129243","Station","Oorganiskt kväve",-1,0,-7.885,0,0,"Sjö"
"SE638665-129243","Station","Bly i vatten",1,0.007,0.01167,0,0,"Sjö"
"SE638665-129243","Station","pH",1,0,0.03376,0,0,"Sjö"
"SE638665-129243","Station","Lättillgänglig fosfor",-1,9e-4,-0.03509,0,0,"Sjö"
"SE638665-129243","Station","Kisel",1,0.001,16.63,0,0,"Sjö"
"SE638665-129243","Station","Siktdjup",-1,0,-0.1102,0,0,"Sjö"
"SE638665-129243","Station","Sulfat",-1,0,-0.08464,0,0,"Sjö"
"SE638665-129243","Station","Totalt organiskt kol",1,0,0.144,0,0,"Sjö"
"SE638665-129243","Station","Totalkväve",-1,0.0045,-4.868,0,0,"Sjö"
"SE638665-129243","Station","Totalfosfor",1,0.033,0.06818,0,0,"Sjö"
"SE655872-162003","Station","Brunhet",0,0.8755,1.667e-4,1,0,"Sjö"
"SE655872-162003","Station","Alkalinitet",0,1,-4.444e-4,1,0,"Sjö"
"SE655872-162003","Station","Konduktivitet",0,0.5846,0.06364,1,0,"Sjö"
"SE655872-162003","Station","Oorganiskt kväve",0,0.4822,-1.167,1,0,"Sjö"
"SE655872-162003","Station","pH",0,0.6962,0.003333,1,0,"Sjö"
"SE655872-162003","Station","Lättillgänglig fosfor",-1,0.0023,-0.25,1,0,"Sjö"
"SE655872-162003","Station","Kisel",0,0.1379,100,1,0,"Sjö"
"SE655872-162003","Station","Siktdjup",-1,0.0417,-0.1091,1,0,"Sjö"
"SE655872-162003","Station","Totalt organiskt kol",0,0.8133,0.05,1,0,"Sjö"
"SE655872-162003","Station","Totalfosfor",0,0.2758,0.4556,1,0,"Sjö"
"SE660802-159822","Station","Brunhet",0,0.0896,2.5e-4,1,0,"Sjö"
"SE660802-159822","Station","Alkalinitet",0,1,0.003667,1,0,"Sjö"
"SE660802-159822","Station","Konduktivitet",0,0.1534,0.1308,1,0,"Sjö"
"SE660802-159822","Station","Oorganiskt kväve",0,0.6605,0.1875,1,0,"Sjö"
"SE660802-159822","Station","pH",0,0.1876,-0.01286,1,0,"Sjö"
"SE660802-159822","Station","Lättillgänglig fosfor",0,0.1574,-0.05,1,0,"Sjö"
"SE660802-159822","Station","Kisel",0,0.9128,-3,1,0,"Sjö"
"SE660802-159822","Station","Siktdjup",0,0.1534,-0.07222,1,0,"Sjö"
"SE660802-159822","Station","Sulfat",0,0.5802,-0.02857,1,0,"Sjö"
"SE660802-159822","Station","Totalt organiskt kol",0,0.9563,0.02,1,0,"Sjö"
"SE660802-159822","Station","Totalkväve",0,0.3232,8.857,1,0,"Sjö"
"SE660802-159822","Station","Totalfosfor",1,0.0052,0.83,1,0,"Sjö"
"SE623161-142148","Station","Brunhet",1,3e-4,3.472e-4,0,0,"Sjö"
"SE623161-142148","Station","Alkalinitet",1,0.0151,0.001305,0,0,"Sjö"
"SE623161-142148","Station","Kadmium i vatten",-1,1e-4,-0.004625,0,0,"Sjö"
"SE623161-142148","Station","Konduktivitet",-1,0,-0.08907,0,0,"Sjö"
"SE623161-142148","Station","Lägsta Syrehalt",0,0.1694,0.009545,0,0,"Sjö"
"SE623161-142148","Station","Oorganiskt kväve",-1,0,-4.064,0,0,"Sjö"
"SE623161-142148","Station","Bly i vatten",-1,0,-0.008056,0,0,"Sjö"
"SE623161-142148","Station","pH",1,0,0.02271,0,0,"Sjö"
"SE623161-142148","Station","Lättillgänglig fosfor",-1,0.0452,-0.03947,0,0,"Sjö"
"SE623161-142148","Station","Kisel",1,0,43.21,0,0,"Sjö"
"SE623161-142148","Station","Siktdjup",-1,0,-0.1667,0,0,"Sjö"
"SE623161-142148","Station","Sulfat",-1,0,-0.1208,0,0,"Sjö"
"SE623161-142148","Station","Totalt organiskt kol",1,0,0.08846,0,0,"Sjö"
"SE623161-142148","Station","Totalkväve",-1,3e-4,-4.244,0,0,"Sjö"
"SE623161-142148","Station","Totalfosfor",-1,1e-4,-0.1314,0,0,"Sjö"
"SE655380-155738","Station","Brunhet",0,0.2266,0.001706,0,0,"Sjö"
"SE655380-155738","Station","Alkalinitet",0,0.8511,-2.5e-4,0,0,"Sjö"
"SE655380-155738","Station","Konduktivitet",0,0.6767,0.01436,0,0,"Sjö"
"SE655380-155738","Station","Oorganiskt kväve",1,0.0015,6.857,0,0,"Sjö"
"SE655380-155738","Station","pH",0,0.7387,0.001119,0,0,"Sjö"
"SE655380-155738","Station","Lättillgänglig fosfor",0,0.8675,-0.04167,0,0,"Sjö"
"SE655380-155738","Station","Kisel",1,0.011,36.98,0,0,"Sjö"
"SE655380-155738","Station","Siktdjup",0,0.1077,-0.008333,0,0,"Sjö"
"SE655380-155738","Station","Sulfat",0,0.2147,-0.03514,0,0,"Sjö"
"SE655380-155738","Station","Totalt organiskt kol",1,0.0013,0.1825,0,0,"Sjö"
"SE655380-155738","Station","Totalkväve",0,0.0526,8.728,0,0,"Sjö"
"SE655380-155738","Station","Totalfosfor",0,0.9501,-0.03269,0,0,"Sjö"
"SE660546-146103","Station","Alkalinitet",0,0.2877,6.25e-4,1,0,"Sjö"
"SE660546-146103","Station","pH",1,0.0446,0.01667,1,0,"Sjö"
"SE662692-166465","Station","Brunhet",0,0.752,-7.692e-5,1,0,"Sjö"
"SE662692-166465","Station","Alkalinitet",0,0.6494,0.002111,1,0,"Sjö"
"SE662692-166465","Station","Konduktivitet",0,0.0682,0.09333,1,0,"Sjö"
"SE662692-166465","Station","Oorganiskt kväve",0,0.1512,-0.4,1,0,"Sjö"
"SE662692-166465","Station","pH",0,0.7264,0.008889,1,0,"Sjö"
"SE662692-166465","Station","Lättillgänglig fosfor",-1,0.006,-1.467,1,0,"Sjö"
"SE662692-166465","Station","Kisel",0,0.5518,19.29,1,0,"Sjö"
"SE662692-166465","Station","Siktdjup",0,0.7193,-0,1,0,"Sjö"
"SE662692-166465","Station","Sulfat",-1,0.0028,-0.1658,1,0,"Sjö"
"SE662692-166465","Station","Totalt organiskt kol",1,0.0051,0.4667,1,0,"Sjö"
"SE662692-166465","Station","Totalkväve",0,0.0868,47,1,0,"Sjö"
"SE662692-166465","Station","Totalfosfor",0,0.0863,-2.945,1,0,"Sjö"
"SE660804-142742","Station","Brunhet",1,0,9.63e-4,0,0,"Sjö"
"SE660804-142742","Station","Alkalinitet",1,0,4.846e-4,0,0,"Sjö"
"SE660804-142742","Station","Konduktivitet",-1,0,-0.02285,0,0,"Sjö"
"SE660804-142742","Station","Oorganiskt kväve",0,0.3578,-0.131,0,0,"Sjö"
"SE660804-142742","Station","pH",0,0.0999,0.001979,0,0,"Sjö"
